
--- Page 1 ---
Text: Report                         | x: N/A | y: 29.55200000000002
Text: MEDS                           | x: N/A | y: 248.05200000000002
Text: Lecture                        | x: N/A | y: 248.05200000000002
Text: 1.5                            | x: N/A | y: 248.05200000000002
Text: A                              | x: N/A | y: 248.05200000000002
Text: (In                            | x: N/A | y: 257.552
Text: Person                         | x: N/A | y: 257.552
Text: On                             | x: N/A | y: 257.552
Text: Campus                         | x: N/A | y: 257.552
Text: Learners)                      | x: N/A | y: 257.552
Text: Bldg:                          | x: N/A | y: 267.052
Text: Kerr                           | x: N/A | y: 267.052
Text: Hall                           | x: N/A | y: 267.052
Text: (PharmacyR)oom:                | x: N/A | y: 267.052
Text: 1001                           | x: N/A | y: 267.052
Text: Days:                          | x: N/A | y: 267.052
Text: M                              | x: N/A | y: 267.052
Text: Time:                          | x: N/A | y: 267.052
Text: 10:00                          | x: N/A | y: 267.052
Text: -                              | x: N/A | y: 267.052
Text: 11:30                          | x: N/A | y: 267.052
Text: INST                           | x: N/A | y: 276.552
Text: 100                            | x: N/A | y: 276.552
Text: Instructor:                    | x: N/A | y: 276.552
Text: Rhodes,Laura                   | x: N/A | y: 276.552
Text: Ann                            | x: N/A | y: 276.552
Text: Class                          | x: N/A | y: 295.552
Text: Enrl                           | x: N/A | y: 295.552
Text: Cap:160                        | x: N/A | y: 295.552
Text: Class                          | x: N/A | y: 295.552
Text: Enrl                           | x: N/A | y: 295.552
Text: Tot:148                        | x: N/A | y: 295.552
Text: Class                          | x: N/A | y: 295.552
Text: Wait                           | x: N/A | y: 295.552
Text: Cap:999                        | x: N/A | y: 295.552
Text: Class                          | x: N/A | y: 295.552
Text: Wait                           | x: N/A | y: 295.552
Text: Tot:0                          | x: N/A | y: 295.552
Text: Class                          | x: N/A | y: 295.552
Text: Min                            | x: N/A | y: 295.552
Text: Enrl:0                         | x: N/A | y: 295.552
Text: GR6                            | x: N/A | y: 314.552
Text: Chapel                         | x: N/A | y: 333.552
Text: Hill                           | x: N/A | y: 333.552
Text: section                        | x: N/A | y: 333.552
Text: _____________________          | x: N/A | y: 343.052
Text: _______________________________________________________________________________________________________________________________________ | x: N/A | y: 343.052
Text: PHCY                           | x: N/A | y: 352.552
Text: 529                            | x: N/A | y: 352.552
Text: 001                            | x: N/A | y: 352.552
Text: 1438                           | x: N/A | y: 352.552
Text: PHARMACOTHERAPY:               | x: N/A | y: 352.552
Text: FOUNDATIONS                    | x: N/A | y: 352.552
Text: Lecture                        | x: N/A | y: 352.552
Text: 3                              | x: N/A | y: 352.552
Text: A                              | x: N/A | y: 352.552
Text: (In                            | x: N/A | y: 362.052
Text: Person                         | x: N/A | y: 362.052
Text: On                             | x: N/A | y: 362.052
Text: Campus                         | x: N/A | y: 362.052
Text: Learners)                      | x: N/A | y: 362.052
Text: Bldg:                          | x: N/A | y: 371.552
Text: Kerr                           | x: N/A | y: 371.552
Text: Hall                           | x: N/A | y: 371.552
Text: (PharmacyR)oom:                | x: N/A | y: 371.552
Text: 1001                           | x: N/A | y: 371.552
Text: Days:                          | x: N/A | y: 371.552
Text: Th                             | x: N/A | y: 371.552
Text: Time:                          | x: N/A | y: 371.552
Text: 14:45                          | x: N/A | y: 371.552
Text: -                              | x: N/A | y: 371.552
Text: 16:15                          | x: N/A | y: 371.552
Text: INST                           | x: N/A | y: 381.052
Text: 100                            | x: N/A | y: 381.052
Text: Instructor:                    | x: N/A | y: 381.052
Text: Rodgers,Jo                     | x: N/A | y: 381.052
Text: Ellen                          | x: N/A | y: 381.052
Text: Bldg:                          | x: N/A | y: 400.052
Text: Kerr                           | x: N/A | y: 400.052
Text: Hall                           | x: N/A | y: 400.052
Text: (PharmacyR)oom:                | x: N/A | y: 400.052
Text: 1001                           | x: N/A | y: 400.052
Text: Days:                          | x: N/A | y: 400.052
Text: Tu                             | x: N/A | y: 400.052
Text: Time:                          | x: N/A | y: 400.052
Text: 14:45                          | x: N/A | y: 400.052
Text: -                              | x: N/A | y: 400.052
Text: 16:15                          | x: N/A | y: 400.052
Text: INST                           | x: N/A | y: 409.552
Text: 100                            | x: N/A | y: 409.552
Text: Instructor:                    | x: N/A | y: 409.552
Text: Rodgers,Jo                     | x: N/A | y: 409.552
Text: Ellen                          | x: N/A | y: 409.552
Text: Class                          | x: N/A | y: 428.552
Text: Enrl                           | x: N/A | y: 428.552
Text: Cap:160                        | x: N/A | y: 428.552
Text: Class                          | x: N/A | y: 428.552
Text: Enrl                           | x: N/A | y: 428.552
Text: Tot:148                        | x: N/A | y: 428.552
Text: Class                          | x: N/A | y: 428.552
Text: Wait                           | x: N/A | y: 428.552
Text: Cap:999                        | x: N/A | y: 428.552
Text: Class                          | x: N/A | y: 428.552
Text: Wait                           | x: N/A | y: 428.552
Text: Tot:0                          | x: N/A | y: 428.552
Text: Class                          | x: N/A | y: 428.552
Text: Min                            | x: N/A | y: 428.552
Text: Enrl:0                         | x: N/A | y: 428.552
Text: GR6                            | x: N/A | y: 447.552
Text: Chapel                         | x: N/A | y: 466.552
Text: Hill                           | x: N/A | y: 466.552
Text: section                        | x: N/A | y: 466.552
Text: _____________________          | x: N/A | y: 476.052
Text: _______________________________________________________________________________________________________________________________________ | x: N/A | y: 476.052
Text: PHCY                           | x: N/A | y: 485.552
Text: 591                            | x: N/A | y: 485.552
Text: 001                            | x: N/A | y: 485.552
Text: 1475                           | x: N/A | y: 485.552
Text: IMMERSION:                     | x: N/A | y: 485.552
Text: COMMUNITY                      | x: N/A | y: 485.552
Text: Clinical                       | x: N/A | y: 485.552
Text: 8                              | x: N/A | y: 485.552
Text: A                              | x: N/A | y: 485.552
Text: (In                            | x: N/A | y: 495.052
Text: Person                         | x: N/A | y: 495.052
Text: On                             | x: N/A | y: 495.052
Text: Campus                         | x: N/A | y: 495.052
Text: Learners)                      | x: N/A | y: 495.052
Text: Bldg:                          | x: N/A | y: 504.552
Text: TBA                            | x: N/A | y: 504.552
Text: Room:                          | x: N/A | y: 504.552
Text: TBA                            | x: N/A | y: 504.552
Text: Days:                          | x: N/A | y: 504.552
